sensor_id,temperature,humidity,soil_moisture,energy_used,data_processed,timestamp
sensor_3,30.09,60.96,51.6,0.044,0.14,1759760525.6157174
sensor_10,31.49,51.22,33.23,0.018,0.32,1759760527.61607
sensor_4,30.02,43.29,13.9,0.037,0.38,1759760529.6168873
sensor_10,30.9,69.85,23.48,0.029,0.18,1759760531.617441
sensor_8,30.79,79.52,28.54,0.03,0.34,1759760533.6184416
sensor_8,33.13,60.67,41.74,0.022,0.15,1759760535.6192968
sensor_7,29.17,34.63,21.62,0.021,0.35,1759760537.6201308
sensor_3,25.55,34.1,21.6,0.017,0.38,1759760539.6208515
sensor_5,28.31,68.93,42.9,0.027,0.34,1759760541.6211636
sensor_6,22.75,73.4,44.71,0.011,0.12,1759760543.621944
sensor_8,32.81,66.04,39.3,0.039,0.13,1759760545.6226192
sensor_1,24.97,77.03,55.87,0.028,0.11,1759760547.6232572
sensor_3,31.73,54.01,20.16,0.016,0.14,1759760549.6238682
sensor_5,25.37,73.21,12.73,0.046,0.15,1759760551.6244314
sensor_8,23.45,72.55,18.53,0.046,0.34,1759760553.6250782
sensor_7,30.55,53.27,27.8,0.033,0.4,1759760555.6254916
sensor_7,29.88,65.66,25.88,0.032,0.34,1759760557.626109
sensor_2,29.93,73.0,47.66,0.02,0.16,1759760559.6264908
sensor_4,27.85,41.71,48.07,0.013,0.18,1759760561.627133
sensor_9,25.17,63.13,49.84,0.035,0.32,1759760563.6277235
sensor_1,27.07,42.87,26.13,0.03,0.26,1759760565.6280565
sensor_6,25.98,47.49,43.29,0.042,0.49,1759760567.628712
sensor_3,24.33,75.23,22.6,0.04,0.2,1759760569.629527
sensor_9,22.18,41.26,17.55,0.045,0.28,1759760571.6303923
sensor_1,25.69,59.4,42.19,0.032,0.1,1759760573.6311004
sensor_2,30.28,43.16,30.62,0.038,0.19,1759760575.6321456
sensor_9,22.55,72.59,35.14,0.018,0.43,1759760577.6326447
sensor_10,26.67,76.5,33.77,0.036,0.35,1759760579.6335182
sensor_2,34.56,69.85,56.94,0.028,0.24,1759760581.6343195
sensor_10,32.78,73.24,55.49,0.027,0.49,1759760583.7245054
sensor_10,31.73,63.13,40.8,0.036,0.3,1759760585.729437
sensor_8,33.3,58.96,21.23,0.039,0.19,1759760587.7303796
sensor_1,34.57,46.47,44.72,0.045,0.37,1759760589.7311032
sensor_10,30.42,75.14,13.01,0.017,0.25,1759760591.7317991
sensor_5,30.11,78.0,37.18,0.044,0.19,1759760593.732699
sensor_6,28.4,32.33,19.21,0.03,0.11,1759760595.7336717
sensor_9,32.1,67.57,47.93,0.045,0.19,1759760597.7346005
sensor_1,35.82,53.94,44.35,0.026,0.19,1759760599.7352867
sensor_8,33.28,65.62,46.43,0.049,0.13,1759760601.7356827
sensor_8,30.64,35.87,35.34,0.025,0.3,1759760603.7365086
sensor_8,35.95,41.99,31.88,0.032,0.23,1759760605.7374532
sensor_5,27.5,67.35,39.36,0.026,0.43,1759760607.7383568
sensor_3,35.73,69.65,49.7,0.039,0.26,1759760609.7390413
sensor_1,28.39,30.5,30.5,0.033,0.29,1759760611.739694
sensor_1,25.86,60.6,23.57,0.05,0.48,1759760613.740395
sensor_5,23.62,58.7,58.14,0.046,0.3,1759760615.7411804
sensor_6,32.2,74.35,22.16,0.03,0.44,1759760617.741704
sensor_1,26.58,71.85,37.95,0.044,0.17,1759760619.7423427
sensor_4,22.03,45.0,50.93,0.011,0.25,1759760621.7431839
sensor_8,31.58,35.12,52.75,0.022,0.25,1759760623.7442217
sensor_5,32.13,40.25,30.05,0.016,0.13,1759760625.7448533
sensor_1,34.72,66.17,52.7,0.018,0.12,1759760627.7452998
sensor_10,24.59,43.09,58.26,0.034,0.37,1759760629.7463706
sensor_9,24.61,69.72,58.91,0.042,0.34,1759760631.7491376
sensor_3,26.12,52.12,26.84,0.035,0.42,1759760633.7498949
sensor_10,34.0,34.73,23.29,0.043,0.26,1759760635.750335
sensor_9,27.6,40.01,12.2,0.025,0.49,1759760637.7507782
sensor_8,31.73,63.26,54.36,0.024,0.27,1759760639.7517383
sensor_10,26.44,60.39,57.47,0.032,0.21,1759760641.7521737
sensor_5,28.2,44.76,39.69,0.046,0.16,1759760643.7527835
sensor_8,30.39,44.09,26.0,0.032,0.38,1759760645.7535503
sensor_7,26.55,55.39,17.55,0.017,0.13,1759760647.7541323
sensor_5,23.54,46.34,22.87,0.044,0.29,1759760649.7548072
sensor_9,30.59,58.5,25.08,0.03,0.21,1759760651.7556705
sensor_10,26.13,69.33,35.69,0.043,0.17,1759760653.756703
sensor_6,24.71,74.36,56.03,0.048,0.33,1759760655.757099
sensor_4,23.11,44.25,42.04,0.014,0.21,1759760657.7573779
sensor_3,30.55,39.74,26.3,0.032,0.11,1759760659.7579956
sensor_4,29.2,41.7,17.01,0.043,0.15,1759760661.7589538
sensor_9,33.21,74.71,45.57,0.04,0.28,1759760663.7596445
sensor_8,30.53,32.61,53.11,0.036,0.17,1759760665.7604256
sensor_1,35.78,51.93,10.78,0.05,0.42,1759760667.7611275
sensor_4,34.49,44.0,55.91,0.012,0.23,1759760669.761965
sensor_7,25.0,48.13,28.15,0.014,0.43,1759760671.7626398
sensor_7,27.91,56.6,36.13,0.016,0.1,1759760673.7630029
sensor_2,25.17,52.73,16.74,0.011,0.27,1759760675.763728
sensor_2,24.43,74.26,42.37,0.02,0.44,1759760677.764455
sensor_9,25.88,62.35,13.41,0.029,0.26,1759760679.7651632
sensor_10,26.25,72.43,49.56,0.045,0.27,1759760681.7660542
sensor_2,33.17,56.53,44.08,0.02,0.23,1759760683.766739
sensor_7,30.66,65.61,25.57,0.013,0.36,1759760685.767432
sensor_9,27.25,41.41,42.79,0.042,0.11,1759760687.7681441
sensor_6,27.64,40.26,56.73,0.035,0.18,1759760689.7688096
sensor_2,28.43,43.11,55.9,0.047,0.4,1759760691.769599
sensor_3,26.24,31.85,43.43,0.04,0.11,1759760693.7702672
sensor_7,31.18,56.49,18.56,0.01,0.12,1759760695.770631
sensor_10,30.97,56.29,45.45,0.047,0.49,1759760697.7715013
sensor_1,26.58,73.2,14.29,0.018,0.26,1759760699.7722402
sensor_3,29.37,40.78,49.39,0.025,0.38,1759760701.7730973
sensor_7,34.86,44.09,21.33,0.026,0.2,1759760703.7737617
sensor_5,31.87,39.76,55.52,0.026,0.14,1759760705.774126
sensor_9,29.13,65.63,11.35,0.014,0.24,1759760707.7744203
sensor_1,26.02,47.33,25.47,0.016,0.26,1759760709.7747138
sensor_3,30.86,46.97,33.53,0.046,0.13,1759760711.775022
sensor_2,23.67,41.11,33.89,0.021,0.26,1759760713.7753065
sensor_5,30.16,51.96,38.69,0.013,0.37,1759760715.7755954
sensor_8,32.56,48.55,47.72,0.026,0.48,1759760717.7760408
sensor_8,35.57,46.44,15.43,0.017,0.22,1759760719.7764297
sensor_3,30.54,57.26,18.57,0.019,0.5,1759760721.7770867
sensor_5,35.52,32.22,49.81,0.039,0.17,1759760723.7776725
sensor_6,28.62,72.91,38.0,0.035,0.15,1759760725.7784758
sensor_8,33.96,66.31,30.87,0.026,0.29,1759760727.7791948
sensor_4,23.62,70.64,48.36,0.027,0.18,1759760729.7798395
sensor_7,24.95,55.86,16.39,0.043,0.14,1759760731.7805545
sensor_10,32.14,75.14,12.9,0.021,0.11,1759760733.7812643
sensor_3,30.48,61.05,27.69,0.045,0.18,1759760735.7816076
sensor_2,32.46,50.92,38.52,0.026,0.44,1759760737.7825236
sensor_4,30.76,30.89,39.16,0.012,0.17,1759760739.783197
sensor_9,22.55,67.54,35.77,0.036,0.44,1759760741.783596
sensor_8,30.69,62.13,30.36,0.049,0.31,1759760743.7842577
sensor_10,27.42,67.11,44.3,0.012,0.31,1759760745.7849371
sensor_10,32.68,44.89,12.42,0.012,0.16,1759760747.785613
sensor_7,35.53,77.39,34.84,0.03,0.42,1759760749.7864172
sensor_1,25.77,75.97,28.77,0.043,0.43,1759760751.787138
sensor_10,27.49,62.23,28.2,0.043,0.19,1759760753.7879567
sensor_3,32.77,58.23,18.27,0.026,0.34,1759760755.7886007
sensor_3,29.31,42.69,19.38,0.036,0.42,1759760757.7892995
sensor_6,31.12,51.95,48.96,0.014,0.27,1759760759.7902446
sensor_6,22.07,69.21,59.27,0.04,0.38,1759760761.7910001
sensor_2,26.94,55.19,12.73,0.046,0.29,1759760763.7913845
sensor_3,27.89,40.47,26.13,0.043,0.29,1759760765.7917082
sensor_1,26.58,61.47,41.97,0.013,0.43,1759760767.7923822
sensor_4,28.17,68.83,55.6,0.034,0.3,1759760769.7930226
sensor_4,31.64,59.64,49.27,0.021,0.13,1759760771.7937298
sensor_10,32.45,68.74,23.38,0.025,0.39,1759760773.7943687
sensor_9,35.76,62.11,24.93,0.028,0.34,1759760775.7947018
sensor_10,33.8,32.97,55.11,0.024,0.19,1759760777.7952163
sensor_4,35.89,74.42,45.61,0.024,0.2,1759760779.7958555
sensor_2,35.61,52.69,40.1,0.038,0.29,1759760781.7964442
sensor_5,22.73,53.34,55.95,0.014,0.14,1759760783.7971947
sensor_10,30.62,40.7,13.05,0.044,0.41,1759760785.7977755
sensor_10,35.53,62.54,50.15,0.021,0.34,1759760787.798625
sensor_5,26.13,64.07,50.81,0.037,0.36,1759760789.7992399
sensor_3,29.46,79.09,51.52,0.03,0.25,1759760791.8000867
sensor_6,23.66,38.55,43.22,0.03,0.18,1759760793.800759
sensor_4,30.13,34.08,37.6,0.024,0.15,1759760795.8015602
sensor_2,26.1,76.35,49.35,0.018,0.34,1759760797.802224
sensor_2,24.43,52.41,20.59,0.022,0.34,1759760799.8027105
sensor_6,35.4,76.2,49.2,0.015,0.41,1759760801.8033583
sensor_4,33.64,73.25,41.45,0.036,0.22,1759760803.8040614
sensor_2,23.54,72.57,57.22,0.043,0.45,1759760805.8043864
sensor_4,30.58,72.19,34.68,0.048,0.42,1759760807.8052895
sensor_5,26.05,78.23,52.27,0.047,0.15,1759760809.8059258
sensor_7,28.1,41.85,18.27,0.032,0.29,1759760811.8062384
sensor_10,27.62,59.18,15.94,0.016,0.22,1759760813.8068764
sensor_10,23.27,65.82,55.35,0.038,0.35,1759760815.8075283
sensor_5,32.35,38.45,29.99,0.037,0.33,1759760817.8081357
sensor_1,24.42,67.52,48.06,0.028,0.3,1759760819.808504
sensor_2,29.57,50.41,15.36,0.01,0.33,1759760821.8091471
sensor_9,29.1,57.26,21.1,0.048,0.13,1759760823.8095777
sensor_5,27.37,65.77,13.72,0.017,0.48,1759760825.8103797
sensor_3,27.45,48.57,13.36,0.04,0.43,1759760827.8111446
sensor_2,23.79,42.18,38.43,0.036,0.32,1759760829.8116558
sensor_4,33.35,45.23,18.32,0.037,0.36,1759760831.8120773
sensor_10,29.33,73.28,31.61,0.024,0.37,1759760833.812595
sensor_3,33.93,64.43,58.13,0.022,0.3,1759760835.8129022
sensor_8,26.88,38.94,21.87,0.027,0.29,1759760837.8132544
sensor_1,24.11,42.35,54.44,0.01,0.34,1759760839.8138194
sensor_6,27.64,51.61,50.56,0.019,0.12,1759760841.8145077
sensor_3,30.28,77.88,32.99,0.032,0.5,1759760843.8152375
sensor_10,30.73,62.32,22.91,0.021,0.32,1759760845.8156824
sensor_7,23.34,65.79,34.36,0.012,0.48,1759760847.8161306
sensor_6,23.8,40.2,15.81,0.026,0.49,1759760849.816887
sensor_9,32.86,37.3,27.35,0.017,0.15,1759760851.8175592
sensor_6,25.4,55.23,31.61,0.041,0.26,1759760853.8183558
sensor_6,25.53,63.43,43.79,0.036,0.4,1759760855.8187587
sensor_1,27.08,73.33,49.06,0.044,0.2,1759760857.8194735
sensor_4,29.96,72.11,19.24,0.018,0.42,1759760859.8200808
sensor_6,26.32,49.34,32.59,0.026,0.28,1759760861.8205283
sensor_1,27.15,50.14,28.25,0.032,0.5,1759760863.8211732
sensor_7,32.11,63.67,51.65,0.031,0.18,1759760865.821952
sensor_2,24.3,70.84,22.74,0.025,0.38,1759760867.8226564
sensor_10,31.07,49.82,41.89,0.017,0.48,1759760869.8234916
sensor_6,28.26,71.58,34.47,0.041,0.29,1759760871.8241014
sensor_9,32.7,49.77,35.84,0.016,0.46,1759760873.824744
sensor_8,32.39,55.14,49.12,0.021,0.32,1759760875.8254395
sensor_5,28.17,79.66,43.39,0.042,0.25,1759760877.8262086
sensor_8,29.03,57.61,50.74,0.012,0.36,1759760879.826994
sensor_2,30.34,41.96,45.32,0.047,0.14,1759760881.8277607
sensor_1,26.99,34.67,31.5,0.049,0.34,1759760883.8285105
sensor_7,24.27,77.66,48.91,0.048,0.36,1759760885.8291218
sensor_6,33.64,33.69,11.21,0.012,0.46,1759760887.8296158
sensor_8,23.26,53.87,39.75,0.031,0.12,1759760889.8302252
sensor_3,24.14,42.27,27.78,0.027,0.45,1759760891.8339708
sensor_8,26.5,56.44,47.31,0.045,0.14,1759760893.8347611
sensor_10,22.52,32.86,42.56,0.046,0.17,1759760895.8353226
sensor_3,33.19,77.24,23.42,0.02,0.42,1759760897.8362877
sensor_4,33.01,40.23,18.95,0.017,0.18,1759760899.8369908
sensor_2,30.25,45.06,42.73,0.03,0.32,1759760901.8374853
sensor_4,34.27,60.58,56.55,0.031,0.48,1759760903.8379502
sensor_5,30.57,40.96,21.39,0.044,0.12,1759760905.8386161
sensor_5,31.22,34.12,16.01,0.029,0.14,1759760907.8393483
sensor_9,28.02,58.23,17.98,0.039,0.1,1759760909.839827
sensor_2,33.58,53.58,15.77,0.04,0.27,1759760911.840544
sensor_1,23.58,63.56,53.78,0.034,0.44,1759760913.8409693
sensor_2,35.47,43.52,31.04,0.03,0.15,1759760915.8416061
sensor_8,34.41,74.11,34.03,0.034,0.37,1759760917.8420045
sensor_7,22.25,52.29,23.53,0.026,0.14,1759760919.8423734
sensor_9,31.82,54.92,22.19,0.026,0.23,1759760921.8430645
sensor_6,26.93,46.86,47.59,0.042,0.15,1759760923.8435974
sensor_5,31.11,79.0,46.39,0.021,0.5,1759760925.844063
sensor_9,25.7,34.84,52.23,0.033,0.36,1759760927.8447707
sensor_9,29.42,63.47,57.4,0.048,0.19,1759760929.8453782
sensor_5,23.64,61.41,43.93,0.049,0.14,1759760931.8460946
sensor_5,25.42,48.97,31.08,0.027,0.38,1759760933.8467126
sensor_8,28.16,79.98,35.89,0.039,0.49,1759760935.847337
sensor_7,35.45,56.85,25.42,0.04,0.47,1759760937.8480558
sensor_7,22.37,49.35,27.24,0.017,0.36,1759760939.8485887
sensor_8,24.77,32.65,26.82,0.041,0.47,1759760941.849041
sensor_6,27.0,68.18,18.22,0.037,0.37,1759760943.8497238
sensor_5,29.65,53.24,47.44,0.048,0.2,1759760945.8500667
sensor_10,33.44,58.91,45.74,0.043,0.46,1759760947.850782
sensor_5,32.55,70.14,16.22,0.037,0.48,1759760949.8514965
sensor_3,33.08,39.08,56.61,0.018,0.34,1759760951.8522286
sensor_8,35.95,68.97,38.14,0.04,0.24,1759760953.852839
sensor_4,32.16,73.94,23.56,0.028,0.31,1759760955.8537474
sensor_8,22.95,37.04,29.04,0.022,0.34,1759760957.8544743
sensor_4,30.1,39.82,38.15,0.018,0.4,1759760959.8551555
sensor_3,31.26,41.01,58.47,0.038,0.46,1759760961.8557727
sensor_7,33.92,75.98,20.36,0.044,0.15,1759760963.8561692
sensor_10,33.96,76.02,30.86,0.039,0.2,1759760965.856845
sensor_3,22.1,30.07,28.33,0.023,0.46,1759760967.8577032
sensor_1,26.88,56.56,43.43,0.042,0.14,1759760969.8584194
sensor_3,28.38,33.16,50.88,0.033,0.37,1759760971.859196
sensor_9,29.78,55.98,40.33,0.021,0.32,1759760973.8599036
sensor_10,24.79,53.83,27.62,0.024,0.45,1759760975.8606865
sensor_5,25.49,79.37,46.12,0.013,0.27,1759760977.8613985
sensor_10,35.61,34.25,11.73,0.011,0.23,1759760979.862107
sensor_1,29.03,56.45,33.28,0.03,0.34,1759760981.8626645
sensor_1,26.34,79.99,37.09,0.036,0.3,1759760983.8634508
sensor_6,23.95,38.36,18.24,0.02,0.2,1759760985.8641121
sensor_2,24.4,68.65,17.21,0.041,0.13,1759760987.8648822
sensor_1,26.4,51.18,13.06,0.016,0.36,1759760989.8655841
sensor_1,31.8,32.02,29.74,0.039,0.45,1759760991.8662786
sensor_3,28.3,77.08,15.06,0.016,0.38,1759760993.866935
sensor_2,27.21,35.4,49.48,0.037,0.25,1759760995.867623
sensor_1,33.67,51.48,29.4,0.028,0.3,1759760997.86848
sensor_10,31.2,42.99,24.95,0.044,0.2,1759760999.8691483
sensor_4,34.76,40.09,21.45,0.038,0.43,1759761001.8698633
sensor_8,24.88,64.07,35.89,0.019,0.34,1759761003.870587
sensor_4,25.45,55.96,31.11,0.014,0.36,1759761005.8712425
sensor_6,35.12,52.37,25.55,0.03,0.27,1759761007.8720615
sensor_3,33.45,78.25,48.39,0.036,0.43,1759761009.872744
sensor_5,24.11,37.38,49.5,0.027,0.45,1759761011.8735285
sensor_2,33.3,68.08,51.67,0.01,0.12,1759761013.874411
sensor_1,23.42,61.88,41.3,0.026,0.14,1759761015.8751225
sensor_9,22.76,31.6,30.07,0.01,0.13,1759761017.8759623
sensor_3,27.6,53.02,14.37,0.046,0.46,1759761019.8766634
sensor_5,25.92,52.94,30.16,0.019,0.13,1759761021.8773842
sensor_6,32.86,54.69,37.56,0.032,0.26,1759761023.8780763
sensor_8,30.9,46.6,32.45,0.026,0.33,1759761025.8788078
sensor_10,27.16,44.65,39.89,0.018,0.17,1759761027.87949
sensor_10,30.49,68.6,27.03,0.038,0.24,1759761029.880262
sensor_9,34.19,41.45,34.24,0.022,0.41,1759761031.881033
sensor_9,31.0,43.68,42.97,0.044,0.14,1759761033.8816953
sensor_6,29.65,37.87,19.83,0.049,0.22,1759761035.882289
sensor_6,34.95,75.38,41.73,0.024,0.4,1759761037.8829844
sensor_5,30.15,77.86,49.07,0.016,0.15,1759761039.883671
sensor_9,25.36,75.9,54.1,0.017,0.5,1759761041.884328
sensor_4,30.42,57.12,29.83,0.048,0.43,1759761043.8850143
sensor_10,35.41,63.95,16.48,0.028,0.19,1759761045.885648
sensor_6,31.75,42.98,57.29,0.046,0.19,1759761047.8863995
sensor_7,25.1,64.46,31.64,0.023,0.18,1759761049.887022
sensor_6,25.98,73.03,15.49,0.016,0.25,1759761051.8876357
sensor_6,28.63,44.55,33.59,0.04,0.46,1759761053.8884985
sensor_5,35.44,76.85,11.75,0.021,0.34,1759761055.8891625
sensor_8,32.0,36.86,44.53,0.031,0.43,1759761057.889999
sensor_10,27.51,58.98,15.93,0.03,0.42,1759761059.890737
sensor_6,23.68,30.29,31.78,0.027,0.22,1759761061.891485
sensor_4,35.85,43.01,14.99,0.015,0.18,1759761063.8922472
sensor_3,26.21,33.83,12.56,0.044,0.13,1759761065.892934
sensor_6,30.54,64.14,32.25,0.027,0.2,1759761067.893471
sensor_5,30.66,53.74,54.16,0.036,0.21,1759761069.893877
sensor_3,34.5,64.67,16.53,0.029,0.23,1759761071.8945704
sensor_4,25.53,59.92,39.41,0.016,0.48,1759761073.8952029
sensor_8,24.84,69.99,40.78,0.042,0.26,1759761075.8959963
sensor_8,33.93,68.47,30.04,0.036,0.44,1759761077.8967018
sensor_6,22.53,62.56,44.1,0.035,0.1,1759761079.8973758
sensor_4,24.86,42.51,47.6,0.04,0.24,1759761081.8979902
sensor_10,31.33,42.4,53.45,0.024,0.44,1759761083.89864
sensor_1,24.45,45.77,24.19,0.038,0.39,1759761085.8993266
sensor_4,22.44,33.74,45.94,0.042,0.11,1759761087.900126
sensor_9,29.84,63.67,52.89,0.022,0.46,1759761089.9009998
sensor_7,23.62,59.14,30.95,0.038,0.46,1759761091.9017415
sensor_7,35.4,39.21,58.56,0.036,0.1,1759761093.9025602
sensor_4,33.01,65.9,38.06,0.026,0.38,1759761095.9034324
sensor_5,30.59,51.6,10.33,0.041,0.33,1759761097.9043343
sensor_10,25.65,43.56,42.44,0.038,0.19,1759761099.905115
sensor_5,26.27,58.94,31.3,0.022,0.21,1759761101.9058776
sensor_10,27.59,52.15,30.18,0.012,0.11,1759761103.9066656
sensor_2,29.18,67.07,12.93,0.037,0.23,1759761105.9075518
sensor_7,29.67,73.03,24.41,0.023,0.23,1759761107.908417
sensor_6,31.04,34.4,47.25,0.012,0.18,1759761109.909093
sensor_7,34.9,55.0,57.99,0.01,0.32,1759761111.9099383
sensor_8,31.35,70.59,51.42,0.012,0.15,1759761113.9106355
sensor_9,29.46,40.0,37.51,0.02,0.47,1759761115.9112082
sensor_8,29.14,51.41,58.26,0.023,0.11,1759761117.911874
sensor_1,27.68,50.04,32.08,0.033,0.13,1759761119.9125628
sensor_1,29.0,46.53,46.81,0.028,0.41,1759761121.9132426
sensor_9,28.98,54.95,55.93,0.034,0.21,1759761123.9141445
sensor_1,32.68,32.47,12.35,0.044,0.1,1759761125.9148245
sensor_7,26.55,57.77,24.96,0.024,0.14,1759761127.9155006
sensor_4,22.1,60.79,54.21,0.039,0.13,1759761129.9161994
sensor_2,33.1,77.41,59.38,0.048,0.41,1759761131.916905
sensor_4,27.08,66.56,23.96,0.03,0.24,1759761133.9175994
sensor_8,28.65,49.78,23.04,0.011,0.34,1759761135.9183462
sensor_1,23.82,31.09,44.04,0.021,0.36,1759761137.9190192
sensor_7,23.48,77.39,21.08,0.017,0.37,1759761139.9196687
sensor_4,31.77,59.58,39.69,0.017,0.28,1759761141.9204276
sensor_6,29.88,31.68,10.61,0.044,0.32,1759761143.9212756
sensor_4,28.15,79.04,23.02,0.038,0.19,1759761145.922143
sensor_4,22.64,34.02,19.1,0.03,0.32,1759761147.922841
sensor_6,24.21,42.61,26.3,0.035,0.39,1759761149.9234776
sensor_7,32.38,61.47,33.16,0.022,0.44,1759761151.924223
sensor_6,30.97,60.45,56.02,0.036,0.2,1759761153.9249094
sensor_1,32.63,75.48,48.74,0.023,0.35,1759761155.9256551
sensor_6,34.21,33.54,48.74,0.031,0.47,1759761157.9265423
sensor_4,31.06,47.35,20.07,0.011,0.42,1759761159.927304
sensor_5,31.62,78.61,50.65,0.038,0.37,1759761161.9279628
sensor_10,22.32,65.56,53.11,0.035,0.5,1759761163.9286315
sensor_5,30.85,38.23,53.08,0.011,0.28,1759761165.9292958
sensor_7,22.31,54.2,26.87,0.031,0.48,1759761167.9299264
sensor_1,25.5,43.67,42.26,0.041,0.13,1759761169.9306164
sensor_8,34.54,49.27,35.98,0.041,0.17,1759761171.93141
sensor_4,31.95,32.56,27.11,0.033,0.45,1759761173.9321883
sensor_2,26.14,42.87,51.37,0.023,0.39,1759761175.932967
sensor_5,27.04,43.8,20.24,0.015,0.36,1759761177.9337218
sensor_2,28.85,64.96,33.28,0.03,0.46,1759761179.9344773
sensor_2,22.91,60.49,48.2,0.047,0.45,1759761181.935124
sensor_2,29.32,59.77,20.69,0.013,0.32,1759761183.9357874
sensor_9,26.88,40.13,59.29,0.015,0.27,1759761185.9364376
sensor_3,28.08,67.03,58.46,0.018,0.16,1759761187.9370835
sensor_8,27.71,75.75,34.83,0.015,0.39,1759761189.9378157
sensor_5,33.45,36.1,25.6,0.025,0.15,1759761191.9385579
sensor_8,31.8,45.83,27.69,0.033,0.42,1759761193.9392328
sensor_8,27.29,71.69,12.9,0.026,0.18,1759761195.939982
sensor_3,29.37,75.73,47.71,0.034,0.3,1759761197.9407556
sensor_5,35.29,79.92,47.23,0.046,0.35,1759761199.941455
sensor_3,29.57,37.64,42.5,0.027,0.23,1759761201.9423056
sensor_3,34.49,40.5,22.61,0.038,0.28,1759761203.9429967
sensor_10,25.59,38.7,39.07,0.022,0.36,1759761205.9438791
sensor_4,28.16,37.41,23.32,0.036,0.36,1759761207.9445758
sensor_2,27.63,79.72,13.29,0.044,0.47,1759761209.945437
sensor_8,24.31,40.9,59.51,0.01,0.36,1759761211.946169
sensor_1,25.19,43.12,39.75,0.017,0.21,1759761213.9469125
sensor_3,30.87,73.18,19.99,0.01,0.49,1759761215.9476073
sensor_5,22.04,68.15,38.25,0.029,0.2,1759761217.9482515
sensor_3,28.04,55.88,36.36,0.034,0.38,1759761219.9489853
sensor_5,35.39,39.99,59.76,0.021,0.12,1759761221.9498813
sensor_7,22.76,67.09,20.3,0.046,0.16,1759761223.9505835
sensor_9,35.76,68.57,40.82,0.042,0.13,1759761225.951285
sensor_8,29.44,64.13,57.49,0.043,0.28,1759761227.95201
sensor_10,27.9,45.49,58.66,0.038,0.3,1759761229.9526827
sensor_10,30.31,55.1,50.65,0.018,0.36,1759761231.9533572
sensor_4,25.51,52.78,18.95,0.03,0.45,1759761233.9541347
sensor_8,26.46,49.21,27.92,0.022,0.19,1759761235.9549196
sensor_1,32.14,66.77,18.62,0.031,0.1,1759761237.955721
sensor_9,34.58,34.03,44.81,0.035,0.23,1759761239.9563851
sensor_3,33.13,44.5,51.29,0.025,0.4,1759761241.957079
sensor_2,30.66,61.07,44.39,0.044,0.34,1759761243.9577868
sensor_4,28.05,37.38,31.07,0.019,0.39,1759761245.958436
sensor_6,34.66,48.58,20.65,0.014,0.19,1759761247.9596956
sensor_4,29.23,75.28,54.28,0.038,0.33,1759761249.9604435
sensor_1,35.09,79.07,58.66,0.043,0.45,1759761251.9611297
sensor_6,33.42,54.14,24.98,0.045,0.35,1759761253.9618168
sensor_4,34.03,63.66,32.96,0.018,0.4,1759761255.9625695
sensor_4,22.3,32.5,41.05,0.042,0.12,1759761257.963263
sensor_3,22.5,51.02,49.65,0.017,0.28,1759761259.9639468
sensor_6,26.56,31.01,40.67,0.014,0.47,1759761261.9646719
sensor_1,32.54,44.11,55.48,0.029,0.12,1759761263.9654806
sensor_5,23.49,79.96,34.98,0.047,0.36,1759761265.9662297
sensor_2,22.42,69.13,41.09,0.012,0.48,1759761267.9668646
sensor_5,28.83,34.42,43.3,0.03,0.36,1759761269.9677963
sensor_4,28.33,63.44,23.86,0.044,0.48,1759761271.968526
sensor_8,31.64,64.69,36.08,0.027,0.11,1759761273.9692154
sensor_1,34.29,33.93,22.54,0.013,0.21,1759761275.9699283
sensor_7,25.93,47.87,22.85,0.046,0.36,1759761277.9705348
sensor_6,26.92,69.91,50.71,0.016,0.17,1759761279.9713328
sensor_9,29.28,62.75,26.09,0.041,0.29,1759761281.9721658
sensor_5,34.69,39.3,24.61,0.029,0.28,1759761283.9728484
sensor_2,34.57,50.03,17.42,0.019,0.45,1759761285.9734833
sensor_10,33.55,47.25,32.24,0.034,0.23,1759761287.9742615
sensor_1,32.29,31.93,55.28,0.043,0.23,1759761289.97499
sensor_4,22.62,52.86,45.71,0.015,0.33,1759761291.9754884
sensor_8,30.29,56.88,39.83,0.014,0.32,1759761293.9762738
